Item,avg_rainfall,pesticides_tonnes,avg_temp,Radiation,Season,hg/ha_yield
Potatoes,532.48,6.0,27.37,4.18,post-monsoon,138690.1
Rice,666.33,4.14,22.73,7.22,monsoon,38562.9
Potatoes,469.91,21.47,16.3,8.1,summer,169519.0
Potatoes,282.48,11.36,16.16,12.64,summer,135014.9
Wheat,368.3,1.39,32.5,6.9,winter,24294.0
Wheat,133.09,47.12,27.35,6.53,winter,15288.5
Soybeans,179.83,10.12,21.19,4.32,summer,13072.3
Rice,392.55,5.62,30.62,7.21,post-monsoon,28640.0
Wheat,243.62,2.19,31.45,7.6,winter,16881.0
Soybeans,764.66,7.96,33.75,6.55,monsoon,17765.0
Wheat,1090.3,1.81,20.74,8.3,post-monsoon,27846.1
Rice,511.99,19.16,26.71,11.11,summer,29961.0
Soybeans,350.8,4.3,24.31,9.23,winter,15911.3
Soybeans,520.75,28.8,30.72,5.17,post-monsoon,15973.9
Wheat,1916.58,30.65,26.89,1.04,monsoon,12077.1
Wheat,343.45,1.26,11.31,6.73,post-monsoon,22633.9
Wheat,38.55,15.04,17.84,7.33,summer,21790.6
Maize,222.99,4.46,14.92,9.54,post-monsoon,14554.5
Soybeans,1022.1,1.22,23.08,3.4,monsoon,20423.2
Soybeans,948.51,11.93,22.67,9.05,post-monsoon,17974.4
Soybeans,750.27,3.2,21.62,8.53,monsoon,20674.4
Potatoes,566.37,27.58,18.09,8.68,summer,174563.2
Potatoes,138.72,4.99,18.04,4.39,winter,131317.1
Potatoes,502.55,7.45,29.25,9.51,post-monsoon,147176.5
Soybeans,881.1,42.57,15.2,5.32,post-monsoon,19137.5
Soybeans,729.07,5.92,14.9,7.12,monsoon,16086.5
Maize,154.17,22.92,25.15,5.99,winter,25828.9
Rice,295.63,27.99,25.91,4.1,winter,31767.9
Maize,1195.8,35.24,22.15,9.87,monsoon,37762.8
Soybeans,1040.21,19.12,21.52,8.07,monsoon,21147.1
Rice,317.89,12.11,26.98,5.57,summer,33054.3
Soybeans,231.06,12.58,17.66,4.78,post-monsoon,13442.6
Maize,1029.78,23.42,35.12,5.94,monsoon,31023.8
Maize,424.24,1.04,18.0,7.53,post-monsoon,26693.9
Maize,246.34,7.68,21.56,8.51,post-monsoon,26597.4
Soybeans,272.81,38.38,27.02,2.96,summer,15041.2
Wheat,194.87,9.11,18.33,3.38,winter,19375.9
Potatoes,304.92,3.18,26.32,7.66,winter,114918.1
Wheat,186.63,45.3,14.09,10.16,winter,16980.8
Rice,228.69,2.36,41.96,11.36,post-monsoon,18451.0
Wheat,812.13,3.05,14.48,10.01,post-monsoon,27072.0
Maize,887.03,6.1,31.56,5.51,monsoon,31009.5
Soybeans,226.96,3.42,25.08,7.13,winter,15715.3
Soybeans,1774.47,7.84,30.03,8.02,monsoon,11975.2
Maize,339.49,9.25,20.95,3.14,summer,27220.9
Potatoes,306.72,7.13,17.79,5.9,winter,154828.9
Wheat,183.25,11.72,19.53,5.82,winter,20535.3
Rice,684.56,5.09,24.63,5.29,post-monsoon,40325.2
Soybeans,155.74,10.22,28.86,8.05,post-monsoon,12560.0
Maize,434.05,17.48,28.29,4.57,post-monsoon,26932.7
Rice,546.4,8.66,28.24,7.57,post-monsoon,35243.6
Rice,128.51,6.07,22.54,1.0,winter,22973.5
Rice,118.24,4.54,32.94,5.81,winter,23372.1
Wheat,733.43,4.77,20.2,3.99,post-monsoon,27942.3
Potatoes,251.75,44.81,16.0,15.44,winter,121378.0
Maize,1873.65,3.8,19.78,8.2,monsoon,24543.5
Maize,233.45,4.48,24.57,1.46,winter,23091.3
Maize,810.97,4.4,28.96,3.31,monsoon,38340.0
Soybeans,325.5,10.03,22.06,4.19,summer,16635.7
Potatoes,174.38,8.24,23.68,6.21,winter,130528.7
Potatoes,587.67,15.39,17.49,5.85,post-monsoon,179213.8
Wheat,485.92,35.02,12.57,6.06,summer,24548.8
Maize,268.87,25.26,25.97,11.38,winter,23821.8
Potatoes,626.97,2.14,15.04,2.4,post-monsoon,150755.3
Wheat,728.69,18.49,21.74,10.62,monsoon,33063.1
Wheat,298.23,3.08,21.45,5.97,winter,26068.9
Soybeans,1795.94,2.33,32.21,7.16,monsoon,11715.9
Rice,377.59,23.79,25.78,7.14,summer,33541.3
Potatoes,371.45,3.56,13.84,5.68,post-monsoon,130320.1
Soybeans,347.1,5.06,15.49,9.32,summer,14269.8
Wheat,596.91,5.66,23.3,10.5,post-monsoon,34122.6
Wheat,410.36,12.8,22.48,7.94,summer,26915.1
Maize,303.56,12.29,22.91,8.09,winter,31557.9
Rice,128.39,30.06,26.41,8.54,winter,25541.2
Rice,1437.86,10.23,28.76,8.42,monsoon,46223.9
Maize,1158.47,3.86,28.47,5.91,monsoon,39350.3
Soybeans,599.11,7.07,27.79,6.05,post-monsoon,19264.6
Wheat,556.43,12.53,22.5,13.7,post-monsoon,26175.5
Potatoes,302.66,17.88,11.14,6.83,post-monsoon,139820.6
Wheat,703.9,35.83,13.93,6.85,post-monsoon,28675.0
Soybeans,288.79,11.1,24.91,7.82,winter,16182.2
Potatoes,1057.44,10.98,21.54,1.24,monsoon,134916.2
Rice,435.43,2.25,20.38,9.04,winter,25945.8
Wheat,975.33,7.9,22.86,8.81,monsoon,28505.9
Soybeans,474.36,4.41,19.66,8.53,post-monsoon,17727.8
Wheat,366.31,5.43,17.76,8.38,summer,24689.4
Soybeans,306.4,6.52,21.15,6.56,winter,15560.6
Maize,1556.99,5.57,20.48,7.67,monsoon,26743.8
Wheat,187.29,6.46,15.72,7.26,winter,21044.1
Rice,192.2,16.77,25.61,6.4,winter,30344.9
Wheat,1115.26,2.88,23.8,7.18,monsoon,26803.6
Rice,391.85,9.13,32.8,5.79,summer,31608.3
Potatoes,206.94,13.82,18.6,6.41,winter,134203.0
Soybeans,569.74,12.18,29.42,6.89,post-monsoon,17987.8
Rice,396.09,17.66,29.12,4.28,post-monsoon,34205.8
Potatoes,385.98,4.09,18.23,11.08,summer,143150.6
Maize,851.22,11.92,33.93,6.34,post-monsoon,25955.6
Wheat,475.66,1.07,30.86,5.48,post-monsoon,22910.5
Potatoes,556.12,8.89,11.9,2.06,post-monsoon,145052.6
Wheat,1640.01,28.33,16.23,3.78,monsoon,16701.8
Rice,4.5,14.36,28.91,10.67,winter,22718.4
Rice,236.1,9.95,31.05,4.28,summer,33511.4
Maize,399.69,18.99,30.16,7.92,winter,22958.0
Maize,136.24,16.37,21.17,4.44,winter,23775.2
Soybeans,190.16,1.31,23.95,7.15,winter,17213.6
Maize,411.38,6.42,30.89,5.91,summer,27256.6
Potatoes,296.11,13.63,18.04,9.36,winter,142317.2
Soybeans,580.28,2.65,29.82,6.0,post-monsoon,19057.4
Soybeans,794.88,12.8,25.04,1.11,post-monsoon,18401.0
Potatoes,478.75,10.76,16.45,7.16,post-monsoon,187709.1
Rice,441.55,42.89,25.46,4.83,post-monsoon,34245.3
Maize,264.16,12.68,33.17,5.51,winter,21499.4
Wheat,1282.76,10.42,20.73,5.82,monsoon,20279.3
Soybeans,302.06,9.65,22.95,10.64,summer,13589.4
Soybeans,1063.04,12.37,23.01,5.91,monsoon,21002.7
Wheat,346.21,19.72,18.19,13.46,summer,23000.7
Soybeans,301.52,23.15,32.76,1.0,post-monsoon,10569.8
Maize,1184.21,12.28,24.17,6.97,monsoon,35171.5
Rice,24.54,4.55,24.14,5.5,winter,28440.0
Soybeans,1367.98,1.69,15.64,8.1,monsoon,12520.5
Soybeans,918.24,5.98,29.73,4.22,post-monsoon,16162.0
Maize,1296.08,10.77,21.92,11.04,monsoon,30427.0
Soybeans,272.07,27.65,14.15,1.49,winter,9948.3
Rice,411.0,36.15,31.49,5.89,winter,27410.7
Maize,567.45,17.01,29.19,8.77,summer,31515.5
Soybeans,405.6,6.3,27.2,9.42,winter,16551.1
Soybeans,1541.28,8.85,30.37,9.64,monsoon,11894.7
Wheat,1339.24,10.96,20.98,4.36,monsoon,23727.6
Maize,436.96,36.63,19.76,6.18,summer,28647.4
Maize,1239.74,14.51,28.89,7.49,monsoon,29888.5
Rice,477.04,33.13,25.19,7.56,summer,36706.7
Rice,409.82,11.03,27.78,1.0,summer,27079.5
Wheat,1589.59,35.85,21.41,9.12,monsoon,20460.6
Soybeans,532.63,9.09,26.58,2.22,post-monsoon,17083.3
Wheat,272.54,7.58,30.16,4.1,winter,23235.0
Potatoes,334.16,10.12,22.1,7.3,winter,119093.0
Potatoes,894.47,17.32,16.66,7.07,post-monsoon,149192.6
Potatoes,1222.84,8.62,8.0,4.41,monsoon,59250.9
Maize,271.06,16.91,23.23,9.76,winter,27937.4
Maize,1539.5,55.49,19.71,8.37,monsoon,29275.3
Soybeans,462.22,19.69,30.35,5.76,post-monsoon,17073.5
Maize,804.0,1.37,18.52,4.03,post-monsoon,33298.0
Potatoes,813.28,17.82,18.94,7.13,post-monsoon,171016.0
Potatoes,434.51,1.22,21.28,10.58,post-monsoon,139771.9
Potatoes,315.46,25.13,19.34,1.0,winter,131338.3
Maize,731.93,6.44,14.39,9.02,monsoon,27318.0
Rice,218.12,24.11,37.13,9.25,winter,20252.1
Potatoes,265.58,5.45,24.6,9.98,post-monsoon,120884.5
Maize,1300.43,5.71,19.88,4.08,monsoon,33391.4
Soybeans,811.59,3.81,29.74,5.21,monsoon,19942.8
Rice,616.84,11.79,29.66,8.84,monsoon,34388.9
Potatoes,725.42,3.67,13.27,5.7,monsoon,161284.1
Soybeans,124.79,10.2,29.78,4.17,summer,11387.5
Rice,347.33,1.78,31.23,5.87,winter,32944.6
Wheat,753.9,34.99,19.43,6.65,post-monsoon,26570.1
Soybeans,916.98,30.65,16.18,7.94,post-monsoon,17343.2
Maize,387.53,1.54,23.36,9.42,post-monsoon,32827.5
Potatoes,1376.57,2.29,17.4,5.57,monsoon,91979.2
Soybeans,404.61,5.25,18.76,3.84,post-monsoon,18024.5
Wheat,1182.28,8.46,28.12,6.9,monsoon,22306.2
Rice,404.38,7.66,23.18,6.81,post-monsoon,33525.0
Maize,379.76,23.94,32.71,3.77,summer,21055.8
Wheat,1312.36,37.55,23.51,6.28,monsoon,24531.6
Wheat,515.76,5.33,20.71,4.63,summer,27022.0
Soybeans,1745.67,3.74,21.72,7.77,monsoon,13481.8
Potatoes,314.07,7.88,23.86,8.39,winter,127333.2
Maize,1406.68,13.05,21.17,8.63,monsoon,32146.7
Rice,236.63,11.63,29.17,11.41,winter,25855.2
Potatoes,397.29,14.1,19.96,4.28,winter,147627.4
Wheat,131.76,1.28,20.5,4.49,winter,20984.8
Soybeans,348.71,8.5,24.88,7.06,summer,16038.1
Rice,719.42,12.08,38.2,8.19,monsoon,31829.5
Rice,1044.04,22.76,28.74,4.53,monsoon,44555.6
Maize,294.9,3.36,27.57,2.47,summer,27279.9
Maize,1798.41,2.47,25.41,6.92,monsoon,29649.9
Soybeans,277.72,41.0,29.61,4.94,winter,14584.6
Maize,960.12,18.59,26.48,8.33,monsoon,42493.0
Rice,461.6,7.53,33.64,9.04,post-monsoon,28133.7
Wheat,348.69,7.83,19.65,5.27,summer,26224.5
Soybeans,425.97,25.34,20.95,7.88,post-monsoon,18619.7
Rice,164.89,11.94,19.4,3.66,winter,19543.8
Rice,503.16,13.07,31.69,6.94,monsoon,37170.9
Rice,955.18,1.66,18.55,9.99,monsoon,36511.8
Potatoes,279.9,2.53,11.51,1.0,winter,110915.0
Soybeans,101.2,18.02,20.33,6.51,winter,13917.0
Potatoes,701.29,22.36,22.41,7.12,monsoon,183138.5
Wheat,205.85,8.49,21.44,7.43,summer,24040.3
Wheat,134.84,10.45,39.72,5.27,summer,14168.6
Rice,794.1,24.75,12.89,6.29,monsoon,30633.1
Potatoes,226.42,2.27,18.35,7.43,winter,135369.2
Soybeans,724.83,2.02,22.59,6.09,post-monsoon,21010.4
Wheat,862.64,24.39,16.05,4.42,post-monsoon,27961.3
Rice,967.74,16.54,24.11,8.03,post-monsoon,38544.7
Potatoes,557.07,10.38,13.21,6.38,post-monsoon,163541.9
Soybeans,657.95,16.4,28.03,8.61,monsoon,20733.2
Potatoes,954.69,2.42,13.5,6.97,monsoon,152299.2
Potatoes,546.62,36.7,18.19,5.0,summer,166513.0
Rice,733.21,3.3,27.27,3.92,summer,33739.4
Maize,1314.79,15.8,27.83,6.64,monsoon,35819.4
Rice,384.08,43.65,29.1,11.62,winter,30591.2
Soybeans,342.94,11.82,22.38,7.04,winter,17540.7
Rice,426.12,7.62,25.86,1.0,summer,27511.4
Potatoes,1761.87,18.18,20.69,6.68,monsoon,113191.1
Wheat,841.25,5.91,16.26,2.0,monsoon,27120.2
Wheat,1498.21,20.83,13.39,7.26,monsoon,15497.5
Wheat,523.0,5.38,21.47,7.25,post-monsoon,31271.7
Maize,508.28,9.56,25.01,10.26,post-monsoon,29916.2
Soybeans,223.44,5.18,33.97,6.28,winter,12301.7
Soybeans,615.25,13.81,31.2,6.19,post-monsoon,17130.5
Wheat,1146.74,34.32,20.67,7.71,monsoon,28229.6
Maize,320.58,43.01,23.86,5.16,winter,26033.8
Maize,191.74,4.84,30.33,7.4,winter,21098.6
Soybeans,150.81,30.0,23.02,8.81,post-monsoon,14510.6
Maize,161.76,8.89,17.35,10.84,winter,22342.0
Wheat,632.99,6.21,19.62,5.77,summer,29592.6
Soybeans,547.36,37.02,14.79,7.62,summer,17001.7
Rice,541.28,19.27,22.38,10.03,monsoon,36937.5
Rice,355.57,4.18,28.35,4.75,winter,30203.1
Wheat,797.18,3.15,14.35,3.26,post-monsoon,25621.7
Rice,419.3,1.73,27.1,6.87,monsoon,39538.6
Wheat,564.78,18.75,15.44,8.34,summer,23659.6
Rice,423.94,28.8,20.94,8.95,post-monsoon,30377.7
Potatoes,671.86,5.86,17.89,11.88,post-monsoon,168147.3
Potatoes,453.91,1.19,18.76,5.05,post-monsoon,160054.8
Soybeans,70.83,2.74,29.39,9.11,winter,10155.8
Potatoes,314.77,1.74,20.43,9.03,summer,155948.7
Soybeans,271.42,9.24,30.38,5.47,winter,13139.7
Potatoes,28.42,13.41,11.51,9.17,summer,112940.2
Potatoes,385.06,63.29,16.81,2.81,winter,151514.7
Wheat,335.22,17.02,20.46,9.86,summer,25507.2
Wheat,427.67,29.86,9.39,8.07,summer,21107.5
Wheat,458.8,7.78,23.68,3.08,post-monsoon,27910.4
Maize,485.36,20.22,26.6,7.05,summer,33614.5
Rice,226.65,5.37,28.62,3.74,winter,26990.8
Wheat,819.98,17.13,27.05,7.65,post-monsoon,27782.6
Soybeans,550.94,2.71,23.57,6.68,summer,17546.0
Soybeans,335.06,4.3,18.51,5.88,summer,15049.3
Rice,197.63,31.63,28.81,5.01,summer,32997.7
Maize,534.03,26.19,26.3,5.01,post-monsoon,30994.9
Rice,303.61,2.27,30.4,7.16,winter,32638.2
Potatoes,332.6,7.84,21.46,7.58,summer,140868.3
Wheat,879.96,37.98,14.67,8.3,post-monsoon,21716.9
Soybeans,935.17,4.83,30.7,10.49,monsoon,18273.1
Wheat,475.37,54.77,26.25,13.42,summer,22979.7
Maize,746.7,8.27,29.4,9.65,post-monsoon,35829.5
Wheat,327.99,27.11,21.82,5.47,summer,25154.2
Wheat,247.32,1.0,27.82,5.59,winter,20231.1
Maize,358.93,7.09,22.77,8.33,summer,25409.3
Potatoes,155.39,28.13,17.95,6.06,post-monsoon,130591.4
Soybeans,1749.36,8.8,20.55,8.94,monsoon,12770.4
Potatoes,329.73,4.15,20.24,7.84,post-monsoon,157645.1
Wheat,247.5,11.0,19.99,8.94,winter,20922.1
Potatoes,365.32,27.53,15.07,11.7,winter,137686.9
Rice,176.47,6.55,24.01,9.19,winter,25695.0
Wheat,539.2,2.1,18.63,5.87,post-monsoon,30991.7
Potatoes,510.15,11.67,17.34,6.81,post-monsoon,172544.1
Maize,647.56,8.04,32.13,11.69,post-monsoon,25578.8
Wheat,509.64,7.77,23.88,9.64,summer,27665.9
Rice,299.41,7.73,32.31,2.23,winter,29282.1
Maize,358.78,7.25,24.73,8.26,summer,31846.6
Rice,256.39,16.28,23.17,7.8,winter,31038.3
Rice,1122.52,32.51,31.58,6.25,monsoon,44886.5
Rice,217.37,29.89,29.95,5.34,winter,26525.2
Rice,356.44,5.22,21.94,9.56,winter,30213.1
Maize,286.08,9.38,32.88,2.35,winter,19185.9
Wheat,819.18,23.85,22.61,3.07,post-monsoon,29346.0
Rice,525.54,16.55,33.48,6.59,monsoon,38118.6
Maize,521.16,28.53,23.72,7.91,post-monsoon,38140.5
Soybeans,43.14,1.21,25.29,3.52,summer,12196.6
Rice,282.09,7.71,33.83,8.46,winter,26966.1
Soybeans,944.2,38.99,14.11,4.23,monsoon,15881.8
Maize,1020.96,18.34,26.24,5.96,monsoon,39046.7
Rice,327.95,11.02,27.72,9.17,summer,28492.9
Rice,160.39,23.69,28.86,5.59,summer,28880.8
Rice,334.78,13.92,24.74,7.93,summer,34198.2
Potatoes,193.71,5.23,22.82,8.13,winter,127545.3
Potatoes,248.13,21.58,17.91,4.6,winter,143936.8
Wheat,245.49,18.13,17.95,8.46,winter,23359.1
Maize,220.15,4.08,26.6,7.56,winter,21556.1
Maize,208.92,5.59,26.83,8.34,summer,29650.5
Rice,697.52,8.22,33.12,7.48,post-monsoon,33396.0
Rice,367.63,15.06,19.82,8.81,summer,30547.9
Potatoes,1255.94,1.17,13.77,2.97,monsoon,108316.4
Rice,217.41,4.15,21.77,8.97,winter,32633.0
Potatoes,811.36,6.4,19.59,7.84,post-monsoon,178949.7
Wheat,223.42,20.9,15.62,7.76,winter,15669.8
Soybeans,417.41,16.03,28.85,5.19,summer,16433.4
Potatoes,1183.79,4.19,30.09,11.95,monsoon,51200.1
Wheat,101.95,3.12,25.98,10.41,winter,18199.7
Potatoes,250.24,45.48,20.51,8.25,winter,122993.2
Wheat,1186.61,12.65,23.6,4.56,monsoon,26770.5
Maize,1089.98,5.82,30.68,8.35,monsoon,39708.4
Wheat,244.03,5.9,14.97,6.81,winter,23286.8
Wheat,242.76,2.42,23.87,7.66,post-monsoon,24794.8
Wheat,412.8,18.24,19.97,8.43,summer,31806.2
Soybeans,177.77,2.03,25.96,7.07,winter,15764.2
Wheat,1110.69,10.19,22.39,8.73,monsoon,28659.0
Wheat,754.14,56.55,12.91,6.9,post-monsoon,25992.9
Wheat,346.97,1.85,14.27,6.09,summer,25853.6
Rice,301.78,22.82,32.81,3.96,winter,27218.1
Soybeans,704.51,14.36,15.99,8.56,monsoon,20523.7
Maize,104.05,5.15,21.71,8.9,winter,24932.7
Maize,136.38,4.56,17.38,6.95,summer,22302.5
Rice,2074.19,35.64,25.86,6.42,monsoon,33523.3
Maize,228.48,3.27,27.23,8.47,winter,25946.3
Potatoes,386.32,14.83,22.96,3.64,winter,125402.1
Potatoes,751.19,11.36,8.0,6.64,monsoon,142412.6
Rice,289.77,2.34,20.86,6.7,winter,28657.3
Rice,1475.39,2.54,24.89,7.48,monsoon,43596.5
Potatoes,380.12,9.24,19.06,8.48,summer,159274.1
Rice,1666.1,7.78,26.58,10.75,monsoon,40285.4
Soybeans,482.73,21.03,22.85,4.04,post-monsoon,18179.0
Wheat,230.57,12.77,23.23,8.03,summer,25680.2
Rice,229.45,1.19,25.0,2.22,winter,32452.5
Wheat,675.8,2.53,25.76,8.39,post-monsoon,29990.1
Rice,536.56,1.04,22.25,10.89,post-monsoon,33748.8
Rice,640.53,80.73,35.38,3.09,post-monsoon,27962.7
Soybeans,1416.73,19.22,25.68,7.45,monsoon,13966.8
Potatoes,392.79,14.64,19.88,6.71,summer,147596.3
Wheat,451.74,52.2,16.92,9.06,winter,22458.2
Rice,422.03,3.4,31.88,1.82,summer,28062.6
Potatoes,252.84,3.02,12.53,7.89,winter,114986.5
Soybeans,239.49,11.06,12.19,6.6,summer,13057.6
Rice,179.79,25.59,31.22,7.56,post-monsoon,28170.2
Potatoes,1564.84,6.15,21.08,11.9,monsoon,71154.8
Soybeans,928.44,5.81,28.01,4.08,post-monsoon,19557.0
Maize,148.05,2.11,21.95,3.46,winter,21087.0
Rice,945.95,3.85,29.52,7.2,monsoon,44714.4
Rice,1207.67,15.44,32.81,7.47,monsoon,37745.7
Rice,313.3,21.67,28.05,9.3,winter,26653.1
Soybeans,1304.36,14.14,18.63,7.29,monsoon,15110.6
Potatoes,283.22,19.89,16.44,7.15,winter,128233.0
Potatoes,591.93,23.16,19.25,5.55,post-monsoon,174696.9
Maize,1012.0,1.01,24.77,6.55,monsoon,39541.8
Wheat,574.17,7.05,23.68,2.0,post-monsoon,30502.7
Potatoes,565.38,12.8,18.63,9.74,summer,184897.4
Rice,311.53,16.87,31.88,6.03,summer,30185.6
Soybeans,257.98,19.45,24.33,9.77,summer,17835.1
Maize,194.68,19.41,31.89,11.32,winter,17884.8
Soybeans,233.63,42.05,24.48,4.43,winter,14906.8
Wheat,239.02,6.89,27.23,7.12,post-monsoon,21809.2
Potatoes,1364.98,3.81,20.74,5.24,monsoon,97148.0
Maize,357.57,2.13,28.62,1.0,post-monsoon,25010.4
Rice,93.6,20.41,26.81,10.83,winter,25937.4
Wheat,1119.01,6.85,16.74,4.63,post-monsoon,22324.9
Maize,491.53,3.3,25.74,5.67,summer,33319.7
Wheat,653.37,16.96,25.49,7.98,post-monsoon,28052.6
Rice,250.11,11.27,23.08,8.72,summer,29190.3
Maize,737.95,3.16,15.69,5.75,post-monsoon,29174.2
Rice,911.64,46.29,30.89,8.35,monsoon,47700.8
Soybeans,763.79,24.2,18.51,6.57,post-monsoon,18614.6
Rice,639.03,4.41,27.94,7.03,post-monsoon,40941.3
Rice,1348.16,33.22,28.88,10.31,monsoon,37510.2
Potatoes,801.5,1.64,23.61,7.43,monsoon,152840.6
Rice,445.33,7.97,29.33,5.9,post-monsoon,33865.4
Potatoes,322.01,14.78,18.21,4.32,winter,147359.1
Soybeans,924.42,16.37,27.02,10.4,post-monsoon,18493.9
Wheat,1194.52,17.85,20.72,2.74,monsoon,23435.9
Rice,294.13,3.07,24.29,2.06,winter,26018.4
Rice,702.59,1.72,27.69,9.17,monsoon,44380.9
Wheat,438.59,5.38,24.83,7.65,summer,30190.6
Maize,830.02,8.57,17.63,5.65,post-monsoon,30551.6
Rice,1387.32,11.49,27.78,9.0,monsoon,48737.2
Potatoes,351.64,6.58,16.94,5.23,summer,160616.4
Wheat,1274.4,14.34,24.47,9.16,monsoon,24370.2
Rice,308.04,7.53,21.61,7.9,summer,26979.8
Potatoes,657.47,5.26,25.83,8.5,post-monsoon,151770.9
Rice,1396.47,8.57,34.53,5.9,monsoon,37128.5
Rice,240.06,2.76,35.0,8.68,winter,25266.6
Soybeans,596.79,5.16,25.0,1.74,summer,17158.2
Wheat,299.25,14.45,21.46,6.81,winter,27270.7
Maize,191.26,21.38,25.45,6.3,winter,26203.6
Maize,945.83,7.06,24.11,4.92,post-monsoon,36862.6
Potatoes,395.67,12.42,18.6,6.05,summer,147298.3
Wheat,306.57,1.29,22.83,8.52,winter,23283.0
Soybeans,1178.28,3.88,20.58,10.85,monsoon,13908.9
Rice,863.25,8.28,22.87,7.57,monsoon,45850.1
Maize,722.63,10.26,25.27,6.81,post-monsoon,33512.7
Wheat,1478.74,3.8,20.84,1.85,monsoon,18852.9
Maize,119.35,9.81,24.16,7.71,winter,24572.6
Maize,1684.94,11.55,25.58,4.42,monsoon,25762.7
Maize,257.91,29.54,21.51,13.5,winter,25091.8
Wheat,683.42,20.0,16.77,9.79,monsoon,30124.0
Wheat,236.37,2.82,20.56,7.38,winter,22954.1
Wheat,317.63,7.65,29.08,6.72,monsoon,28107.8
Soybeans,225.9,3.63,28.89,3.95,winter,11697.1
Rice,545.04,11.47,29.47,7.32,post-monsoon,37007.9
Soybeans,161.42,4.36,27.05,10.55,summer,12926.9
Maize,722.93,13.45,13.71,7.41,post-monsoon,28913.8
Potatoes,235.89,1.14,19.34,3.38,winter,145711.2
Maize,553.47,5.96,31.95,7.35,post-monsoon,32984.6
Soybeans,369.11,28.81,16.55,7.13,winter,13455.8
Wheat,1341.62,22.23,27.13,6.37,monsoon,20441.5
Rice,326.94,2.52,28.57,6.01,post-monsoon,33484.3
Soybeans,386.11,11.12,23.24,7.9,post-monsoon,17081.2
Wheat,915.76,12.75,24.58,11.05,monsoon,28025.6
Wheat,446.11,13.02,17.41,5.07,summer,27423.9
Soybeans,1274.4,1.96,22.89,9.89,monsoon,16082.3
Soybeans,248.75,2.4,23.02,4.99,winter,15102.1
Soybeans,422.33,1.53,25.82,6.15,summer,19151.8
Rice,1042.93,11.0,29.53,6.08,monsoon,44598.7
Potatoes,807.17,23.53,20.85,7.3,monsoon,175321.9
Soybeans,876.73,12.98,25.34,7.97,post-monsoon,21991.5
Maize,111.06,8.75,22.81,4.14,winter,25145.5
Wheat,414.44,13.08,20.64,1.11,summer,27862.4
Wheat,1000.57,3.34,17.11,11.72,post-monsoon,22067.2
Rice,251.29,82.16,28.93,6.61,winter,32106.5
Rice,487.04,5.08,30.06,9.17,monsoon,35042.4
Soybeans,586.77,10.86,25.08,11.04,post-monsoon,20521.6
Soybeans,405.35,10.43,32.4,6.38,post-monsoon,15446.9
Soybeans,561.15,35.69,26.28,9.47,summer,19240.7
Soybeans,244.55,1.05,17.58,4.5,winter,13943.4
Maize,139.81,2.35,22.98,4.37,winter,22861.6
Potatoes,378.26,5.3,15.97,3.43,summer,148262.5
Potatoes,1502.19,8.83,8.04,5.34,monsoon,66535.0
Rice,211.49,33.34,28.48,10.27,summer,32278.9
Rice,1133.63,15.58,23.35,7.61,monsoon,41940.6
Potatoes,350.41,6.23,8.42,9.49,winter,129401.5
Maize,551.74,38.12,17.16,1.76,post-monsoon,24885.2
Maize,1416.14,14.41,40.31,6.01,monsoon,18889.6
Maize,477.21,4.68,16.16,12.59,post-monsoon,18311.8
Soybeans,728.88,5.61,28.75,4.7,summer,18840.6
Potatoes,626.64,10.11,15.94,11.53,monsoon,179043.7
Maize,552.55,18.0,23.2,8.79,summer,30824.6
Maize,995.38,9.42,15.65,6.84,monsoon,32447.8
Potatoes,213.11,10.82,23.23,7.3,winter,114547.1
Wheat,600.61,1.06,22.89,4.32,post-monsoon,28937.9
Wheat,867.21,12.87,23.09,9.14,post-monsoon,29494.2
Maize,1300.98,8.99,22.85,5.31,monsoon,34973.5
Maize,764.27,25.56,30.21,5.84,post-monsoon,33114.9
Wheat,286.7,5.47,18.25,3.1,post-monsoon,23825.8
Soybeans,157.4,7.81,25.54,4.83,winter,14720.8
Wheat,547.68,3.23,26.72,4.06,summer,29689.8
Wheat,404.07,5.17,21.37,2.14,winter,23063.6
Soybeans,996.86,14.24,20.46,4.95,monsoon,20933.4
Wheat,710.04,3.27,22.46,5.76,post-monsoon,29261.6
Rice,1261.14,24.09,17.31,5.21,monsoon,42400.9
Maize,423.88,38.73,21.94,7.83,summer,26797.6
Potatoes,932.57,21.83,20.07,8.64,post-monsoon,143093.6
Rice,154.81,9.73,23.58,5.24,winter,26931.2
Wheat,291.24,8.49,17.66,4.81,summer,24642.8
Soybeans,345.17,9.32,14.59,8.23,summer,12151.1
Maize,234.77,4.95,19.81,9.25,winter,26316.0
Maize,370.82,4.38,27.92,8.92,summer,24868.7
Maize,236.53,1.47,31.29,9.81,winter,25481.9
Wheat,250.72,20.92,17.9,5.59,summer,22942.1
Soybeans,268.96,6.43,30.39,4.68,winter,12565.1
Rice,244.47,4.13,30.64,8.05,summer,34007.5
Rice,538.96,1.03,25.75,10.19,summer,37121.7
Potatoes,931.21,8.35,21.06,7.09,monsoon,152998.1
Wheat,464.69,10.06,19.63,6.57,summer,29345.8
Rice,107.01,3.46,16.62,9.22,winter,15430.2
Maize,360.97,8.87,21.41,7.49,post-monsoon,26364.9
Wheat,110.17,8.38,18.76,10.94,winter,20549.7
Soybeans,545.79,37.31,27.77,6.29,summer,19542.9
